customer_tweet_id,created_at,customer_text,brand_reply_id,brand_reply
1405498,Sat Oct 28 19:07:15 +0000 2017,"@252895 @AppleSupport I am trying hard not to Apple Bash, I have been a customer since the beginning but my iPhone 6+ now functions like a twenty year old computer trying to run new software. There is a 3-20 second delay after touching any button, including the home button. It keeps freezing,,,,",1932587,"@575097 Let's investigate this together. DM us the iOS version your iPhone is on currently, and we'll take it from there. https://t.co/GDrqU22YpT"
2311619,Sun Nov 12 20:27:33 +0000 2017,"lose connection to watch (Series 2), common #Bluetooth problems and long start on iPhone6S (approx. 10 Min.) #iOS11 @115858 : fix it! it‘s annoying!",2311616,"@670388 Let's look into this together. To start, can you give us a few more details on what you're experiencing with your Apple Watch and iPhone? Also, can you let us know which watchOS and version of iOS 11 you're using?"
566756,Sun Dec 03 01:56:47 +0000 2017,@AppleSupport Just when I play them on my Apple TV.,566757,@251108 Got it. We recommend reaching out to our Apple TV experts here:  https://t.co/IBIY3vMgPj
2138825,Wed Nov 08 21:53:58 +0000 2017,@115858 needs to get it together.... why my shit looking like this after I️ updated iOS 11.1 ( I️ ),2138823,@629054 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1134078,Tue Oct 24 05:49:36 +0000 2017,When it’s charging my iPhone 6 thinks it’s connected to “headphones”.  iOS11 is the gift that keeps giving @AppleSupport,1134076,@387217 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
1526962,Fri Nov 03 17:54:33 +0000 2017,@AppleSupport why am I️ seeing ? when I️ type I️ ?,1526961,@474157 We want to help you look into this issue. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
2062102,Fri Oct 06 06:27:41 +0000 2017,"Updated to iOS11..Battery draining,overheating is all what I got.. Thanks @115858 #iOS11",2062101,"@609855 We're happy to look into your battery concerns with you. To do so, go ahead and meet us within DM here: https://t.co/GDrqU22YpT"
558388,Sat Dec 02 22:42:05 +0000 2017,"@AppleSupport Okay, that let me update my phone! So we’ll see if it helps with the random shutting off/loading screen.",558389,"@250458 Great! Keep us informed, and let us know if you have any additional concerns in the future we can assist with."
696638,Thu Nov 23 17:03:13 +0000 2017,Why the fuck is iPhone changing it to I.T now? Get your shit together @115858,696636,"@286220 Thanks for reaching out to us, we're here for you and your auto-correct issue. We know how important your device is to you and we'll do everything we can to help resolve this issue. To get started, what iPhone model are you using and which iOS is it running?"
2863549,Tue Nov 28 06:30:20 +0000 2017,@AppleSupport iOS 11.1,2863551,@677524 Thank you. Send us a DM and we'll continue assisting you there. https://t.co/GDrqU22YpT
667853,Thu Nov 23 03:22:54 +0000 2017,I just got this fuckiNG IPHONE 7+ A FEW MONTHS AGO ITS BRAND NEW SO WHY TF IS IT ACTING UP ANSWER ME THAT @115858,667852,@279198 Let's look into this for you. What exactly are you experiencing with your iPhone? Let us know in DM. https://t.co/GDrqU22YpT
331391,Sat Oct 07 15:49:16 +0000 2017,@115858 hey guys just wanted to let you know I really hate the new iOS update and it's really confusing on the iPad so yeah.,331389,@194897 We can understand how new iOS versions can be confusing at first. We want to provide the manual to you: https://t.co/hE9RsTuKbD
486271,Fri Dec 01 11:49:03 +0000 2017,@AppleSupport why has iTunes taken money out my bank? Can you help?,486270,@230693 We do understand how concerning it is to receive an unexpected charge. Our iTunes Support team would be in the best position to assist you with this. You can reach them directly at https://t.co/SDIe7UiyJN.
2522413,Thu Nov 16 02:10:55 +0000 2017,@AppleSupport iPhone 8 Plus. Anytime I get a Snapchat or go on Snapchat or twitter or Facebook or iMessage it’ll turn off,2522415,@636754 Got it. Do you have any pending iOS updates? Go to Settings &gt; General &gt; Software Update to check.
1196811,Wed Oct 25 02:39:07 +0000 2017,And my iPhone froze again! @116333 Can you fix the buggy iOS11 asap?Thank god #SteveJobs is not alive to see @115858 become new @115890. https://t.co/kyWoD3kUNb,1196810,@401196 We would like to take a closer look to see how we can help. Meet us in DM to get started. https://t.co/GDrqU22YpT
2064984,Sat Oct 07 20:16:44 +0000 2017,The time disappeared from my lock screen... @AppleSupport help🙂,2064983,"@610660 We want to help you. First, try restarting your iPhone, and DM us if this continues: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT"
1004462,Sun Oct 22 13:39:35 +0000 2017,"@AppleSupport y’all need a new update my phones ties quicker then ever , I need a charger everywhere I gon",1004461,"@357746 Let us know via DM the type of iPhone that you have, then we can look in to this with you from there https://t.co/GDrqU22YpT"
1174826,Tue Oct 24 22:37:42 +0000 2017,@AppleSupport I tried that https://t.co/zuWOZIAOQQ,1174828,@396335 Thank you for letting us know! Let's continue in DM using the link below.
396994,Mon Oct 09 17:38:20 +0000 2017,"Fixez ce bug qui empêche de voir le texte qu’on écrit qd on passe sur le clavier emoji @115858 

svp",396993,@210029 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1272418,Thu Oct 26 12:59:10 +0000 2017,"@AppleSupport Not quite sure what you need. Standard iPad plug, standard Apple cable, plugged into an iPad Air 2. It's melted &amp; set carpet on fire",1272416,@369830 Thank you. Let's talk more in DM. https://t.co/GDrqU22YpT
2018466,Sat Nov 04 19:59:43 +0000 2017,Hey @AppleSupport i️ would love to use the first person singular pronoun to refer to myself again... without a question mark and a box A. https://t.co/sBnbjGz1l8,2018465,@596934 We'd love to help.  Send us a DM with your iPhone model and iOS version you're running.  We'll go from there. https://t.co/GDrqU22YpT
1976022,Sun Oct 29 01:47:51 +0000 2017,@AppleSupport I can’t download again this is not cool I cant download anything,1976021,@208757 Hello. We'd love to help out. Are you having trouble using Safari? Send us a DM. https://t.co/GDrqU22YpT
1134146,Tue Oct 24 05:32:54 +0000 2017,"@115858 how do I remove a podcast from downloaded, but not delete, in the new iOS? @AppleSupport",1134144,@387236 We'd like to help! Check out this article: https://t.co/OyMCqqvVRX
663923,Thu Nov 23 02:03:55 +0000 2017,"@AppleSupport Why is Jay Versace's interview of the ""goin raw with timothy delaghetto"" podcast skipped on iTunes? It should be after ""gina darling"" and before ""james Davis"", but it's not. All the other episodes are there.",663922,@278226 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
1455330,Thu Nov 02 17:43:25 +0000 2017,"@AppleSupport Yes, restart had no effect. Even on other devices with same Apple ID I can‘t hide the purchased apps.",1455332,@245856 Got it. Please take a look at the following article and let us know if this helps: https://t.co/jjLUETEY0J
325905,Sat Oct 07 13:19:10 +0000 2017,"My iphone 6S has been so glitchy since the iOS updates. Can’t launch phone keypad quickly, contacts...@AppleSupport what is going on?",325903,@130794 We're here for you. Which version of the iOS are you currently running? You can check by tapping Settings &gt; General &gt; About.
1636596,Sun Nov 05 18:54:03 +0000 2017,@AppleSupport ID LOVE TO HAVE A PHONE THAT DOESNT FREEZE EVERY 20 MINUTES,1636595,@500574 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU22YpT
2017089,Sun Nov 05 19:04:33 +0000 2017,@115858 have you been able to fix the problem with the I’s yet? This is getting ridiculous I️ I️ I️ am furious!,2017087,@596509 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
542459,Sat Dec 02 07:05:42 +0000 2017,"@AppleSupport How do I get iOS 10 back on my 6s? My phone was in perfect working condition until I updated to iOS 11, now it barely functions &amp; restarts every 5 mins.",542458,@245907 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
1579176,Sat Nov 04 14:43:16 +0000 2017,@115858 get to work with the I️ situation getting old quickly. @AppleSupport,1579175,@486298 Thanks for contacting us. We'd recommend trying the steps here: https://t.co/xU1AGHStV6
877725,Fri Oct 20 14:29:40 +0000 2017,@AppleSupport my purchased ringtone is no longer ringing and is using a default Apple one instead. Is this a bug and can it be fixed? https://t.co/nRWQGL0WMJ,877724,@296179 We love getting ringtones and are all about helping you with this. Is your iPhone running iOS 11.0.3? Let us know in DM. https://t.co/GDrqU22YpT
2555465,Thu Nov 16 12:49:32 +0000 2017,@AppleSupport I want to change my AppleID from my @133941 address to an #iCloud email account that I've just created - how do I do that please? Thanks in advance.,2555463,@725651 We'd like to help. Here's more information on making changes to your Apple ID: https://t.co/xuZEqdPMFW
1853168,Thu Oct 19 03:05:16 +0000 2017,@115858 all these updates and you can’t add the low power mode to this scroll up menu? #QualityOfLifeRequest https://t.co/htg8jgn4WX,1853166,"@554549 We'd like to help. Here's an article on how to add Low Power Mode: https://t.co/FGKiFa1X0n Any questions, please DM us. https://t.co/GDrqU22YpT"
187950,Tue Oct 03 23:43:57 +0000 2017,@AppleSupport watchOS 4 tiene problemas en identificar los álbumes de música en modo aleatorio,187949,@160104 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1776265,Wed Nov 08 16:34:00 +0000 2017,@AppleSupport It started on Friday when X dropped. I’ve lived at this location for 3 years. Went from 4-5 bars to 1. And my phone won’t verify 11.1.1,1776267,@533776 We would like to take a look at this further for you. Let’s continue this in DM. https://t.co/GDrqU22YpT
2330946,Fri Oct 20 00:49:42 +0000 2017,@AppleSupport why is “other” category using half the storage? #support #apple #ipad #ios11 https://t.co/3mE1l3vraF,2330945,@674797 This article will explain what the Other storage is: https://t.co/0yFHFRYSnX
999861,Fri Nov 03 19:09:02 +0000 2017,@AppleSupport IOS 11.1 se come la batería en iPhone 6. NO ACTUALICÉIS!!! No vuelvo a comprar iPhone en mi vida,1542683,@477930 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1633536,Tue Oct 17 06:00:50 +0000 2017,"F'ing @115858 sucks! I upgraded my storage to $10 a month, I have full wifi capabilities and still cannot download @316629 new album! #Fail",1633534,@382478 We want you to enjoy your music. What happens when you try to download it?
2134196,Wed Nov 08 15:31:45 +0000 2017,"@115858 @917 why do i see !   ? every time someone tweets/snaps where an ""I"" is supposed to be? 🤦🏻‍♂️",2134195,@627906 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
746855,Wed Oct 11 16:14:09 +0000 2017,@AppleSupport siri is broken please fix her https://t.co/HSiltwUVaF,746852,@298537 We can help with Siri. Has the device been powered off and back on since this started?
2758262,Tue Nov 21 03:17:11 +0000 2017,@115858 has just about lost my business. The updates keep making the quality of my phone worse. I have  to restart for apps to update. $600-$1000 doesn’t even last 2 years now. Enough.,2758261,"@771869 We'd like to address any issues you're having. Please DM us, and we'll get started. https://t.co/GDrqU22YpT"
335749,Sat Oct 07 21:09:18 +0000 2017,@AppleSupport No it’s set as default settings,335751,@196050   Got it. Please follow the steps here: https://t.co/E9ZxjH7LF8 This includes an SMC and NVRAM reset. Let us know the results.
1525213,Tue Oct 17 01:12:59 +0000 2017,"@AppleSupport I’m bumping some tunes and shooting out the occasional text, Snapchat, and tweet",1525215,@221214 That shouldn't take up too much battery life. What is the exact iOS you are running? Find this in Settings &gt; General &gt; About https://t.co/GDrqU22YpT
33413,Wed Nov 01 06:26:46 +0000 2017,@AppleSupport  https://t.co/2vVFr3ZYiK,33412,@123391 Allow us to assist. Send us a DM so that we can help you with this. https://t.co/GDrqU22YpT
746053,Wed Oct 11 17:35:52 +0000 2017,@AppleSupport I did! Just turned it off! Thanks!,746054,@156813 Our pleasure. Don't hesitate to reach out again if you have any other questions. Have a great day.
1445886,Fri Oct 20 12:51:26 +0000 2017,@AppleSupport How can I delete an old Apple account ? I don't find that on https://t.co/JMfb6Ogsyb,1445885,@455522 We would like to address this in more detail with you. DM us please. https://t.co/GDrqU22YpT
2831736,Mon Nov 27 05:34:07 +0000 2017,@115858 you guys need to fix iOS 11 for the 7plus my phone keeps freezing and I’m tired of restarting my phone.,2831735,"@788437 We'd be happy to look into this with you more in detail.  Please reach out to us via DM, and we'll get started. https://t.co/GDrqU22YpT"
1704015,Mon Nov 06 20:42:56 +0000 2017,Also wtf is ulwjth this dumb autocorrect. Get it together @115858,1704014,@516533 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2143242,Wed Nov 08 22:27:35 +0000 2017,@AppleSupport why is this popping up every 2 minutes when I don’t send text messages 🙃 https://t.co/T6DP5EC5aY,2143241,@630127 Thanks for contacting us. We'd like to take a closer look at this. Please reach out in DM with your iOS verison. https://t.co/GDrqU22YpT
1013014,Tue Oct 17 08:20:44 +0000 2017,@AppleSupport Recently bought d iphone 6 online. Photos which i click i cannot delete afterwards. I cant even delete multiple pics at once.,1013017,"@359711 Alright, thanks for the confirmation. Let's have you reach out to our Photos experts here: https://t.co/IBIY3vMgPj"
1476457,Thu Nov 02 20:32:17 +0000 2017,@462783 @115858 Has to be cause Siri and my to put people on speaker doesn’t work. And every once in a while my phone just stops working or freezes.,1476456,@462782 We'd like to look into your issue. DM us and tell us which version of iOS you're running on your iPhone. https://t.co/GDrqU22YpT
883155,Fri Oct 13 16:34:58 +0000 2017,@115858 it is very frustrating. When you call center canon fix a simple problem! #applesucks,883154,@329724 We're at your service. DM us what is going on and we can go from there. https://t.co/GDrqU22YpT
722028,Fri Oct 06 12:12:38 +0000 2017,@115858 dont loke the obnoxiously large folder titles in the mail app and the new mail app in general is VERY buggy.,722027,@292843 Hi there. We're happy to help. Send us a DM and tell us which device you're having issues with. https://t.co/GDrqU22YpT
325908,Sat Oct 07 17:03:57 +0000 2017,@AppleSupport I have bought a Apple care plan and after paying I came to know the warranty has been expired phone was bought on 7 oct 2016.can someone hlp,325910,@193641 Let's take a look at this together. We'd like to continue in DM. https://t.co/GDrqU22YpT
2910492,Tue Nov 28 21:26:47 +0000 2017,"@AppleSupport Yes, I can sign in elsewhere.",2910494,@161848 Thanks for letting us know. Let's take a closer look at this together in DM. https://t.co/GDrqU22YpT
2746104,Mon Nov 20 21:45:43 +0000 2017,Can't sign in to iCloud lost all contacts on my phone. Not can I access my mail. Will not work on phone but works on iPad #icloud @115858 @AppleSupport #sos,2746103,"@769018 Thanks for reaching out to us. Did your iPhone log out of iCloud on its own, or was it logged out for another reason?"
1454614,Thu Nov 02 11:13:06 +0000 2017,Just got back from clicking download on each of those tracks @AppleSupport. Do the right things here. @115948 batch actions please https://t.co/nubPcYIRSA,1454613,@457611 Thanks for reaching out! We'd recommend leaving that request on our feedback page: https://t.co/eTPVYVFyd8
2311570,Sun Nov 12 21:42:25 +0000 2017,@AppleSupport Others type it,2311572,@670377 Thank you. Which version of iOS are you using in Settings &gt; General &gt; About? Let us know with a DM. https://t.co/GDrqU22YpT
112860,Thu Nov 23 20:57:14 +0000 2017,"@AppleSupport When I call the 1-800 My iPhone, the recording states “Due to the holiday, we’re offering limited product support. You will need an extended hours agreement.”",112862,"@141089 We can definitely understand the confusion. We at this channel can help resolve your issue. Due to the holiday our phone support is closed for the day. If you would like to work with us, hit the DM link and we'll get started. https://t.co/GDrqU22YpT"
2117333,Wed Nov 08 05:08:29 +0000 2017,"The least you can do is give us a new update to get rid of these boxes, or a new phone will do @AppleSupport",2117332,@624068 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
554838,Sat Dec 02 17:51:47 +0000 2017,@AppleSupport hey been on hold for 20 minutes I feel so appreciated for buying this defective phone......,554837,@249512 We can try to help here while you are waiting to be helped on the phone. Please DM us with details about your issue. https://t.co/GDrqU22YpT
2434240,Sun Oct 29 14:46:43 +0000 2017,@AppleSupport iOS 11.0.3 is installed. https://t.co/9VlJG5yNJT,2434241,"@698529 Are you toggling Wi-Fi and Bluetooth off via Settings, or via the Control Center?"
1657727,Mon Nov 06 02:37:43 +0000 2017,Side note: this I️ is bullshit.  Fix this ASAP @115858,1657726,@505795 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
956364,Wed Oct 11 04:24:15 +0000 2017,Help @AppleSupport my iPhone refuses to install an app despite having ample storage space. 😞 https://t.co/fJah0Fe9jh,956362,"@300268 Let's help! Are you only experiencing this issue with this one particular app, or multiple apps?"
233950,Thu Oct 05 13:22:56 +0000 2017,"@AppleSupport They have not. I have the push notifications show up on my homescreen, but when I go to voicemail-nada. They show up next day, sometimes",233952,@171702 Thanks for the update. Go ahead and try to call someone to check your cellular network connection. Let us know how that goes.
1709899,Tue Nov 07 00:45:41 +0000 2017,"@AppleSupport I’m on an iPhone 6S. Since updating to iOS11, phone calls regularly drop and GPS isn’t working. Any help? No issues before",1709897,@518057 We're happy to look into this with you. Which version of iOS 11 are you using? Which apps are you trying to use GPS in?
208278,Thu Oct 12 10:41:14 +0000 2017,"@AppleSupport i am not receiving the verifctn code on my trusted numbr despite numerous requests, what could be the problem. cant even use my new device",1017105,@360649 We've got you covered. Check out this guide and let us know if you have questions: https://t.co/gZlEJEsNrU
595773,Sun Dec 03 18:30:18 +0000 2017,"@AppleSupport @115858 
Do you offer a trade-in /upgrade program for Apple Watches?",595771,"@261173 Great question! We do have Trade-Up programs in specific countries, but currently do not offer one for the Apple Watch."
1633078,Sun Nov 05 18:54:25 +0000 2017,"Hey @115858 @AppleSupport I️ don’t need 70 emoji’s, how bout fixing this “I️ “ typo glitch first... thanks! #fixthis #annoying #I️ https://t.co/eMitF49FwI",1633076,@499672 We'll be happy to help you with this. Let's try this workaround: https://t.co/xXaXeeSRt9
2304289,Thu Oct 19 20:43:35 +0000 2017,"iPhone 6s+ is sluggish, some basic functions are just not working on 11.03 @115858 each update is worse! Ugh!",2304288,@668596 We'd be happy to check into your iPhone issues. What functions aren't working? Is it sluggish in certain apps or services?
1960076,Mon Oct 30 21:44:21 +0000 2017,The new iOS has completely fucked my phone up. Cheers @115858,1960075,@581401 We'd like to hear more about the issues you're having with your iPhone and see how we can help. DM us using the link below. https://t.co/GDrqU22YpT
1339735,Fri Oct 27 10:23:03 +0000 2017,@sprintcare @432495 @431551 @115858 @115714 that’s not the issue. I’ve been charged 3 x. To have one say it’s being reserved and the other two nothing. I didn’t even know,1339733,"@432494 Please visit: https://t.co/8gHzWPeVn5
You will find the contact number or you can choose to chat with a sales team member."
1780463,Wed Oct 11 20:45:22 +0000 2017,@AppleSupport phone keeps shutting off after update. Anyone else have this problem?,1780462,"@534923 We want your iPhone working well with iOS 11. What's the exact version it's running? DM us, &amp; we'll find a solution together. https://t.co/GDrqU22YpT"
2082116,Tue Oct 10 17:25:00 +0000 2017,Thanks @115858 for making my phone practically useless. #iOShite,2082115,@615764 Send over some more details about what's happening with your iPhone. We'll be happy to work through the issues you're seeing. https://t.co/GDrqU22YpT
1768897,Tue Nov 07 22:02:45 +0000 2017,#watchos 4.1 update lukt niet !! Foutmelding “u moet verbonden zijn met het internet”.....terwijl dit wel het geval is !!?@AppleSupport,1768896,@531820 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1454587,Thu Nov 02 11:41:33 +0000 2017,12h37. 20%. Full chargé à 8h15. Utilisation normale. @115858 @AppleSupport #iOS11 bêta 11.2 . https://t.co/K3VIV6eKTB,1454585,@457605 We offer support via Twitter in English. Contact an Advisor for help in your preferred language here: https://t.co/IBIY3vMgPj
2736389,Mon Nov 20 20:10:20 +0000 2017,Updated my phone and still seeing boxes 🤬 @115858,2736387,"@766813 We can help. Can you let us know more about the issue you're seeing? 

Are you seeing the boxes on messages and posts from other people, or your own?"
546523,Sat Dec 02 11:18:35 +0000 2017,"@AppleSupport How to fix ""No Service"" in ios 11.1.2 in iphone 6s fix bugs....",546521,"@247082 We want to help. Could you please check under Settings &gt; General &gt; Software Update to see if you have iOS 11.2 available? If so, please make sure you have a current backup, and install the update. Let us know after that if you're still having the same issue."
41650,Wed Nov 01 12:18:17 +0000 2017,Hey @AppleSupport my iCloud mail is getting hammered with spam. Did you turn off filters? Under attack? LMK.,41648,@125164 Hey there. We'd love to help. Have you checked out this article: https://t.co/Hw15Q2Vpu1
1546695,Sun Nov 12 10:12:14 +0000 2017,@115858 the update you did to fix the i from turning into a question mark didn’t work.,1546694,"@478942 Please navigate to Settings &gt; General &gt; About, and confirm your exact version. Then DM us to let us know where you’re seeing this behavior. https://t.co/GDrqU22YpT"
1771499,Wed Nov 08 01:11:28 +0000 2017,@115858 why does my phone charge for 10 mins at a time and then stop 😑 TEEEEEELLLLLL MEEEEE WHHHYYY,1771498,"@532494 We'd love to help. Is it occurring with a different cable, adapter, and wall outlet? Here's a guide: https://t.co/uqxquyfdn0"
2893329,Tue Nov 28 14:40:04 +0000 2017,"@AppleSupport I am really struggling with my iPhone 5 iOS update, kindly assist",2893328,"@801922 We're here to help. Send us a DM with the details of the issue you're experiencing, and we'll continue together there. https://t.co/GDrqU22YpT"
1679282,Mon Nov 06 11:33:43 +0000 2017,This new @115858 update is messing with the predictive text is bothering me every time I️ type I️ I️ get the “A ?”,1679281,@390161 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1508692,Fri Nov 03 05:34:04 +0000 2017,@AppleSupport are you able to run a remote diagnostics on my📱 to check battery health?,1508689,"@470176 Are you experiencing any specific issues with the battery? Also, what's the iOS version? We'd be happy to provide guidance."
2402075,Tue Nov 14 07:35:26 +0000 2017,@115858 is really getting on my nerves right now . My phone and laptop wanna act dumb and they are completely updated . @122609 be ready .,2402074,@691082 We're happy to help with any issues you're experiencing with your iPhone and MacBook. Please DM us a bit more detail about what's going on and we'll go from there. https://t.co/GDrqU22YpT
1582114,Sat Nov 04 15:51:35 +0000 2017,@486995 @115858 it’s so frustrating! 🙆🏻‍♀️🤦🏻‍♀️,1582112,@486994 We want to discuss this further with you. Please send us another DM and we'll continue there. https://t.co/GDrqU22YpT
862171,Mon Oct 09 15:31:44 +0000 2017,iOS11 is making my iPhone 6 obsolete cause it’s lagging like never before since i updated it wtf @AppleSupport,862170,@324725 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT
613145,Mon Nov 20 02:54:02 +0000 2017,"@AppleSupport Quality control has slipped on iOS11.  (11.1.2) has all sorts of issues.  Apps not opening, apps freezing, installs freezing.  Reboots don't always clear it up either.",613144,"@265798 We certainly want to look into these problems with you! Did you notice this behavior on previous versions of iOS 11? Is it happening with a particular app, or all apps?"
33379,Wed Nov 01 17:19:43 +0000 2017,@AppleSupport Thanks!,33380,@123381 You're very welcome and please enjoy the rest of your day!
2014270,Sun Nov 05 11:40:09 +0000 2017,"@AppleSupport message pops up every two minutes, but my iphone is up to date according to settings. please advise on how to correct this? https://t.co/5BP3fqfN6x",2014269,@595602 We'd love to help! Please send us a DM with which version of iOS is showing under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
1472767,Fri Nov 03 02:17:52 +0000 2017,@AppleSupport Thank you for the response. It happened randomly. And sometimes I couldn’t even log my passcode coz it always freezing. 😞,1472769,@461851 We'd love to continue working with you. Let's meet up in DM. https://t.co/GDrqU22YpT
2440909,Tue Nov 14 23:22:49 +0000 2017,@AppleSupport No,2440911,@613016 Thank you.  Which device and iOS version are you using currently?
711680,Tue Oct 10 21:45:05 +0000 2017,@AppleSupport 11.0.2,711682,@290197 We'd love to work with you in DM. Please meet us there. https://t.co/GDrqU22YpT
1168847,Tue Oct 24 18:45:48 +0000 2017,@AppleSupport why does my phone say “No Service” after I updated my phone.,1168846,@394935 Hey there! We saw your DM and we'll meet you there.
396998,Mon Oct 09 17:25:02 +0000 2017,The wonderful iPhone 7 plus on iOS 11 feels like a old HTC evo 3D loaded with bloarware. Such lag on a year old device... Wtf @115858,396996,@210030 We'd be happy to go over this with you. Send us a DM and we'll talk there. https://t.co/GDrqU22YpT
464717,Fri Dec 01 03:49:13 +0000 2017,@115858 my iMessage isn’t working but ill switch to Android bc I’m smarter than u think I know u want me to upgrade !!!,464716,"@225525 Hey there. What's happening when you try to send an iMessage? Please DM with the details, we'd love to help get your iMessage's sending again. https://t.co/GDrqU22YpT"
2903665,Tue Nov 28 19:02:10 +0000 2017,@115858 please fix this fucking “I.T” thing before I throw my phone against a wall as hard as I can.,2903664,@804164 We'd be happy to help. Have you been able to update to iOS 11.1.2? Make sure you have a backup prior to updating.
2128268,Wed Nov 08 19:10:37 +0000 2017,"@AppleSupport Umm...
That’s great, but in my case the uppercase was used; NOT the lowercase. 

Nothing is being autocorrected; your software is manipulating my input, post submission. 

#SwingAndAMiss",2128270,"@318208 Got it, thanks. Reach out to us in DM, and we'll continue further from there. https://t.co/GDrqU22YpT"
261780,Thu Oct 05 17:44:19 +0000 2017,Hey @AppleSupport why does sliding up on my iPhone not let me play/pause/skip and why do my volume buttons have no effect since iOS update?,261779,@178338 Let's work together on this. Have you tried restarting? Which apps are you using when you notice this?
