tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent,escalate,escalation_reason
2534840,721216,True,Sun Nov 26 20:07:06 +0000 2017,"@AppleSupport @AppleSupport Yes, I am. And yes, I am.",2534842,2534839.0,ios_update_issue,False,
975786,351408,True,Sun Oct 22 02:57:45 +0000 2017,"@AppleSupport y’all need to fix iOS 11 cause my phone keep freezing and starting over, and I can’t even talk on the phone...",975783,,ios_update_issue,False,
184128,159326,True,Sat Oct 14 23:24:45 +0000 2017,what the hell is wrong with apple music now??! someone enlighten me @AppleSupport 😭 https://t.co/q4MfxN1vll,"184126,184130",,ios_update_issue,False,
1691900,513567,True,Mon Nov 06 18:39:23 +0000 2017,"@513568 @AppleSupport 

Please help when updating the latest 
version I got the apple logo problem
!! The device hung
 
 .. I want a solution","1691901,1691899",1691902.0,ios_update_issue,False,
2710968,125972,True,Mon Nov 20 02:26:05 +0000 2017,"@AppleSupport Sorry. Gotta have dinner, so I’m going to be gone for a while. I hope someone is there later! Thanks!",2710971,2710967.0,ios_update_issue,False,
1443400,454908,True,Thu Nov 02 03:55:12 +0000 2017,@115858 after downloading #iOS 11.1 my #iPhone6S is showing issues in 3D touch. Anyone of you also facing such issues? #iPhoneX,1443398,,ios_update_issue,False,
556975,250054,True,Sat Dec 02 15:51:03 +0000 2017,"@AppleSupport I have to manually change the default app (cmd+i) and apply to all. and then it's ok. until I shut down and turn on the beast, and then… back to the other default app. It also happen sometimes without restart… but it's harder to quantify the situation then.",556973,556978.0,ios_update_issue,False,
713390,290629,True,Tue Oct 10 22:03:51 +0000 2017,This new software update has my iPhone going crazy @115858 fix this,713388,,ios_update_issue,False,
1768837,531803,True,Tue Nov 07 21:47:58 +0000 2017,This @115858 iOS 11 update has been nothing but bugs. Please fix before I️ switch to @117159,1768835,,ios_update_issue,False,
1743648,525920,True,Tue Nov 07 07:12:59 +0000 2017,@AppleSupport fix this  auto correct when I type “I️” ..,1743647,,ios_update_issue,False,
2347537,668748,True,Mon Nov 13 15:55:16 +0000 2017,alright na @AppleSupport @115858 this shit getting outta hand i️ thought it was just on the upper case i not the lower case too😤,2347536,,ios_update_issue,False,
553485,249087,True,Sat Dec 02 16:18:20 +0000 2017,@AppleSupport...DL’ed 11.2 on iPhone 8 Plus and X...but no Apple Cash Option in settings??? #help #whereisit,553484,,ios_update_issue,False,
1840865,551687,True,Tue Oct 17 23:33:18 +0000 2017,"It's crazy how I haven't had an iPhone charger last more than month, 
Do better @115858",1840864,,ios_update_issue,False,
2676864,405403,True,Tue Oct 31 13:34:56 +0000 2017,@AppleSupport how long does it take for u ups to refund paypal from canceled order,2676863,,ios_update_issue,False,
2229409,650602,True,Fri Nov 10 09:48:05 +0000 2017,"@115858  what the fuck is wrong with your new ios, i slept with my phone battery percent at 45% and when i woke up it was 6% 😡😡😠",2229408,,ios_update_issue,False,
2713247,761705,True,Mon Nov 20 03:28:14 +0000 2017,@116333 I am a loyal Apple user since 2003 &amp; for the very first time I am un-impressed &amp; disappointed of my new iPhone8 😔 I should have stayed with the 7,2713246,,ios_update_issue,False,
1407636,447189,True,Thu Oct 19 14:56:03 +0000 2017,@AppleSupport I’m a new addition to the list of people with battery drain and periodic unresponsive iPhone since update. Can u help?,1407635,,ios_update_issue,False,
2177276,638166,True,Thu Nov 09 11:42:00 +0000 2017,I’m so over this damn A and ?  crap @115858 get this handled man.,2177275,,ios_update_issue,False,
1802717,541674,True,Fri Oct 13 08:59:29 +0000 2017,@115858 do you know why this could be and how to fix it? (2/2),1802716,,ios_update_issue,False,
757194,300955,True,Wed Oct 11 18:32:33 +0000 2017,@116333 orientation bug #ios1102 @115858 @AppleSupport fix these bugs or give me #ios10 https://t.co/EswOWj0pu6,"757193,757195",,ios_update_issue,False,
1445615,455462,True,Mon Oct 16 19:20:12 +0000 2017,@AppleSupport looks like the email unsubscribe feature in ios11 isn’t working. Still keep getting emails,1445613,,ios_update_issue,False,
483223,229936,True,Fri Dec 01 07:31:38 +0000 2017,"Dear @115858 
@AppleSupport 
After testing the faceID for some time, I have a suggestion.
Add an extra layer of security feature, which requires blinking before the device unlocks.
This feature will tackle two issues:
1- sleeping 
2- masking manikins
Thanx",483222,,ios_update_issue,False,
2834507,296718,True,Mon Nov 27 14:22:48 +0000 2017,@AppleSupport  https://t.co/YYwTJgivzQ,2834509,2834506.0,ios_update_issue,False,
354068,200178,True,Sun Oct 08 02:56:43 +0000 2017,"Wow @AppleSupport iOS 11, what a mess! After 0.2, My 7P still hangs, heats up, battery life is awful, photos are still wacky.","354069,354070,354066",,ios_update_issue,False,
2377064,685585,True,Tue Nov 14 03:08:54 +0000 2017,CAN YALL FIX THE FUCKIN KEYBOARD @115858,2377063,,ios_update_issue,False,
1575873,485566,True,Sun Nov 26 03:40:07 +0000 2017,"@AppleSupport No, I want to snap and my music to come out, yea it’s happening in other apps too’",1575875,1575872.0,ios_update_issue,False,
2031565,600719,True,Tue Nov 07 04:29:02 +0000 2017,Will there be another update @115858 soon? It would be nice if my phone could relay all vowels.,2031564,,ios_update_issue,False,
1614441,495209,True,Sun Nov 05 02:16:41 +0000 2017,@AppleSupport I don’t want to keep auto correct turned off so please fix this “I” glitch 😭,1614440,,ios_update_issue,False,
820154,315370,True,Fri Oct 13 11:34:45 +0000 2017,"@AppleSupport and now airplane mode is broken. airplane on, but wifi and bt don‘t shut down... come on guys!!!",820157,820152.0,ios_update_issue,False,
2371252,684216,True,Mon Nov 13 23:55:08 +0000 2017,"@AppleSupport ... Battery drain, back arrow not always working and more importantly App updates do not update.",2371251,,ios_update_issue,False,
759834,301550,True,Wed Oct 11 19:23:06 +0000 2017,"@AppleSupport sure, I press the button and currently nothing happens (iTunes is open, ready 2 play). Or it pauses the Twitch stream I’m watching.","759835,759833",759836.0,ios_update_issue,False,
1768150,531627,True,Tue Nov 07 21:42:41 +0000 2017,Cracked my IPhone 8 screen S/O @115858,1768149,,ios_update_issue,False,
463112,225068,True,Fri Dec 01 02:37:05 +0000 2017,@AppleSupport Can I charge my AirPods case with the earbuds in?,463111,,ios_update_issue,False,
2425807,696589,True,Wed Nov 15 03:21:31 +0000 2017,"@AppleSupport Ok, my status bar is missing!",2425809,2425806.0,ios_update_issue,False,
1152822,391269,True,Tue Oct 24 16:43:44 +0000 2017,@115858 how can you send a brand new Apple Watch series 3 that has been used? I waited nearly 4 weeks only to be disappointed 😔,1152818,,ios_update_issue,False,
2410411,693027,True,Tue Nov 14 15:40:21 +0000 2017,@AppleSupport the latest update (11.1.1) will not let me use cellular data. Help,2410410,,ios_update_issue,False,
753605,300109,True,Sat Oct 07 01:59:16 +0000 2017,i’m tired of my phone making itself brighter and having to repeatedly turn my brightness down @115858 horrible feature.,753604,,ios_update_issue,False,
1588165,488452,True,Sat Nov 04 19:13:07 +0000 2017,"@115858 @AppleSupport c’est quoi vos mise a jour pourrit la !! Depuis ios11, tout bug 😡😡😡 c’est lent",1588164,,ios_update_issue,False,
2274025,661435,True,Sat Nov 11 04:08:58 +0000 2017,"@AppleSupport Fix your s***. Tired of seeing a capital A and a question mark in a box. Cheese and rice, for what you charge per phone, this is inexcusable.",2274024,,ios_update_issue,False,
2320092,672418,True,Wed Nov 29 05:34:29 +0000 2017,@AppleSupport  https://t.co/zZ055gWSe7,2320097,2320091.0,ios_update_issue,False,
2347633,678699,True,Mon Nov 13 15:28:08 +0000 2017,@AppleSupport I need my watch &amp; phone msgs to sync. Spending 2 much time deleting msgs.,2347631,,ios_update_issue,False,
1959414,569758,True,Mon Oct 30 20:42:03 +0000 2017,"@AppleSupport a number of my apps keep crashing on me, particularly my @318 app, since the update",1959412,,ios_update_issue,False,
404106,211649,True,Mon Oct 09 20:19:39 +0000 2017,"iOS 11 f**king load of shit, apps don’t download unless I go to passcode and back in again, emails freeze? Calendar freezes @AppleSupport",404104,,ios_update_issue,False,
1625438,497778,True,Sun Nov 05 13:16:16 +0000 2017,"@6006, I bought a case from the @115858 store on 10/14, and it broke yesterday. So disappointed. Can I return it to the Apple store?",1625437,,ios_update_issue,False,
1791809,538193,True,Wed Oct 18 00:12:11 +0000 2017,@AppleSupport It’s a 5s with IOS 11.0.3.,1791811,1791808.0,ios_update_issue,False,
2697254,197398,True,Sun Nov 19 18:56:01 +0000 2017,@AppleSupport this was just emailed to me and I’ve never seen this before. Is this real??? https://t.co/o5cX38glss,2697252,,ios_update_issue,False,
2286467,468517,True,Sun Nov 12 00:18:38 +0000 2017,@AppleSupport completed 2x 11+ minute Apple Watch workouts today and still haven’t unlocked the Veteran’s Day challenge. What’s up?,2286465,,ios_update_issue,False,
648575,274134,True,Wed Nov 22 18:51:27 +0000 2017,@274135 @AppleSupport Same!!!!!! Everything is fucked up  iOS 11 is a joke!,648574,648576.0,ios_update_issue,False,
127143,144550,True,Fri Nov 24 03:22:15 +0000 2017,@AppleSupport my uncle upgraded to the iPhone X but is having tons of problems transferring over his photos from his iPhone 6. He bought extra iCloud storage but only 200 of 1700 photos transferred. He has plenty of iCloud storage,127142,,ios_update_issue,False,
2639733,744973,True,Fri Nov 17 21:22:17 +0000 2017,@AppleSupport yes bro the newest one. it’s whack,2639735,2639732.0,ios_update_issue,False,
2571388,729187,True,Mon Oct 30 17:35:40 +0000 2017,"@AppleSupport Widespread. App, gallery and camera take ages to open andtaking pics. Even tipping tweets, fb status, letters come out very slowly.",2571387,2571389.0,ios_update_issue,False,
630971,269529,True,Wed Oct 04 23:43:45 +0000 2017,@Applesupport your latest iPhone update sucks major ass. It drains battery life.,630969,,ios_update_issue,False,
823510,316168,True,Sun Oct 08 19:12:31 +0000 2017,😕 @AppleSupport this seems less than ideal after updating a mid 2010 MacBook Pro to High Sierra https://t.co/44xz5DZBbp,823508,,ios_update_issue,False,
2492341,711532,True,Wed Nov 15 17:31:20 +0000 2017,@115858 can you fix the heinous “I️” issue because it’s starting to look like I’m typing in Windings via @115890,2492340,,ios_update_issue,False,
1792320,196315,True,Fri Oct 13 00:40:25 +0000 2017,"@115858 @AppleSupport And my shortcuts “text replacement” decided to disappear, hello are you there? #ios #ios11 #iPhoneX #ipadpro https://t.co/ZIpDZDjJNz",1792319,1792321.0,ios_update_issue,False,
845805,321035,True,Wed Oct 18 23:46:32 +0000 2017,"@AppleSupport Yes i had. At some time i can swipe left to cam, but other time i cant. Do i always need to restart to activate swipe left cam?",845804,845806.0,ios_update_issue,False,
2304048,668533,True,Sun Nov 12 17:25:23 +0000 2017,"@AppleSupport please help, what's going on here? Why have my pictures suddenly disappeared? 😐🤔 https://t.co/8nLmtj0ZgN",2304046,,ios_update_issue,False,
2890998,801465,True,Tue Nov 14 00:44:21 +0000 2017,k so I updated my phone to get rid of the “I” malfunction and now my phone is lagging. Coooollll @115858 COOL.,2890997,,ios_update_issue,False,
2695013,757366,True,Sun Nov 19 19:34:18 +0000 2017,@AppleSupport 11.2!,2695014,2695012.0,ios_update_issue,False,
850005,321969,True,Fri Oct 20 12:51:44 +0000 2017,@AppleSupport 11.0.3,850003,850007.0,ios_update_issue,False,
1747392,258611,True,Tue Nov 07 10:54:28 +0000 2017,@AppleSupport How do I️ stop this insanity? Typing an “I️” sometimes changes to this... or some other character. https://t.co/MMoh0d30FR,1747391,,ios_update_issue,False,
1095925,378619,True,Mon Oct 23 21:32:43 +0000 2017,@AppleSupport this update fucking sucks how come it says i’m listening to music when i’m playing a podcast ? what? fix it! https://t.co/dtqmckzfXh,"1095923,1095927",,ios_update_issue,False,
644383,272954,True,Fri Oct 27 21:36:04 +0000 2017,@AppleSupport Actually both of those.  And I tested with other phones. They can’t hear me and I can’t hear them,644382,644384.0,ios_update_issue,False,
637452,271146,True,Wed Nov 22 19:39:29 +0000 2017,@AppleSupport what is this Apple ? https://t.co/Fq3Lapz0JK,637451,,ios_update_issue,False,
1406647,446956,True,Sat Oct 28 18:01:43 +0000 2017,@AppleSupport I have iPhone 6+ on iOS 11. How do I force restart? The power and home button no longer do the trick.,1406644,,ios_update_issue,False,
814917,314069,True,Thu Oct 12 20:09:30 +0000 2017,Bu nedir??? @AppleSupport @115858 https://t.co/VRUsZYIB41,"814916,814918,814919",,ios_update_issue,False,
2019733,597264,True,Sat Nov 04 21:06:40 +0000 2017,@115858 get your shit together I’m real sick of my phone making my I’s come out like this: I️,2019732,,ios_update_issue,False,
1827960,548598,True,Tue Oct 17 04:07:07 +0000 2017,@115858 when y’all gonna come out with another update cuz everything on my phone running like TRASH,1827959,,ios_update_issue,False,
1332425,430835,True,Mon Oct 16 05:01:52 +0000 2017,Yo @115858 you gotta chill with these updates fucking up my phone fam,1332422,,ios_update_issue,False,
1785808,536542,True,Wed Oct 11 16:06:58 +0000 2017,@AppleSupport Everywhere lol it’s not anywhere,1786926,1785807.0,battery_issue,False,
2027395,599536,True,Mon Nov 06 17:27:56 +0000 2017,Thanks @115858 for turning my iPhone 6 into an unresponsive piece of junk with iOS 11. Thanks. So much. @AppleSupport #iOS11,"2027396,2027394",,battery_issue,False,
654390,233536,True,Wed Nov 22 21:51:53 +0000 2017,"@AppleSupport hasn’t helped sorry - also, it won’t download completely! https://t.co/Yd0orwOPPP",654389,,battery_issue,False,
1640829,501627,True,Mon Nov 06 11:45:17 +0000 2017,@AppleSupport Yes newest version installed and every time “I️” type “I️” this happens I️,1640831,1640828.0,battery_issue,False,
2436877,699077,True,Sun Oct 29 15:12:25 +0000 2017,@115858 ios 11.0.3 çok kötü ve şarj dayanmıyor. Awful..,2436876,,battery_issue,False,
2294094,666167,True,Sat Nov 11 21:53:15 +0000 2017,@AppleSupport i have a question my usb port broke on my mac i’ve tried everything can i buy something to imitate a usb port,2294093,,battery_issue,False,
2500892,713430,True,Wed Nov 15 19:13:14 +0000 2017,"@AppleSupport My Daughter has an iPhone 6S which she updated and now can't use the front camera and the battery lasts an hour from full, what can she do. #gladigotridofmyiphone",2500890,,battery_issue,False,
1913139,569870,True,Wed Oct 25 18:38:50 +0000 2017,"@AppleSupport my alarm clock isn’t going off when on silent since updating to the latest iOS, sort your shit out",1913138,,battery_issue,False,
1616813,495800,True,Sat Nov 25 07:36:45 +0000 2017,@AppleSupport are Apple cables supposed to wither away like state under communism? https://t.co/AJBjwnQXUS,1616812,,battery_issue,False,
1680031,510889,True,Mon Nov 06 14:51:42 +0000 2017,@510888 @AppleSupport Doing this can make I️t quit https://t.co/0UjZCkeofJ,1684511,1680029.0,battery_issue,False,
2520776,717995,True,Thu Nov 16 00:45:46 +0000 2017,"Hey, @115858 @AppleSupport I was only able to send this tweet on my 8+ AFTER resetting my network connections for a third time. What gives?","2520778,2520774,2520779",,battery_issue,False,
332820,195263,True,Sat Oct 07 16:55:30 +0000 2017,"@AppleSupport (And I've lost predictive text...)

How can I clear this? https://t.co/AGhPDF00pU",332819,,keyboard_issue,False,
1086871,376374,True,Mon Oct 23 17:59:17 +0000 2017,@AppleSupport supposed to be able to get prequalified for the iPhone upgrade program today in the app and it’s still not showing an option.,1086869,,keyboard_issue,False,
1557365,481404,True,Sat Nov 04 02:17:13 +0000 2017,"@AppleSupport hi, I’d love to buy an iPhoneX SIM-free without a carrier, outright. When will I able to do that?",1557364,,keyboard_issue,False,
1536970,476523,True,Fri Nov 03 20:25:29 +0000 2017,@115858 #iPhoneX activation issues? Ruined experience. 3 hours- still nothing. At least A11 Bionic chip makes failing to activate really quik,1536969,,keyboard_issue,False,
1211789,404421,True,Wed Oct 25 09:53:47 +0000 2017,Cuando va a sacar @AppleSupport la actualización de ios que repare todo lo que jodió la última actualización..? Mi iphone no es el mismo. 🤕,"1211790,1211788,1211791,1211792,1211793,1211794,1211795,1211796",,keyboard_issue,False,
2300206,667610,True,Sun Nov 12 17:18:22 +0000 2017,@AppleSupport Thank you for ur reponse! I will contact u if it doesnt get better with the update.,2300208,2300205.0,keyboard_issue,False,
1942982,577708,True,Sun Oct 29 19:10:15 +0000 2017,Yo @115858. What’s good with the new update?! Anytime i type “I” this pops up 😒 https://t.co/uEpyAkiKzv,1942981,,keyboard_issue,False,
1420712,450291,True,Wed Nov 01 23:52:26 +0000 2017,@AppleSupport I have a purchase that isn’t showing up in my library and it’s not hidden. It’s telling me I need to buy again,1420711,,keyboard_issue,False,
1780275,326300,True,Tue Oct 17 22:59:59 +0000 2017,-.- @AppleSupport excuse me https://t.co/reKtwJ3fiu,"1780273,1780277,1780278",,keyboard_issue,False,
1868499,558146,True,Fri Oct 20 22:16:02 +0000 2017,"Just updated my IPhone to ios 11.0.3 and my photos are all mixed up, not on a chronological order anymore.  What should I do? @AppleSupport",1868498,,keyboard_issue,False,
1146396,389826,True,Sat Oct 14 22:17:58 +0000 2017,"@AppleSupport No, the game app quite often loses its sound (not sure why) I watch an advert video and after it, music from iTunes starts playing 😩",1146398,1146395.0,keyboard_issue,False,
2299656,667463,True,Thu Oct 19 20:18:02 +0000 2017,"@AppleSupport i upgraded to ios 11 and since battery drains, touch id is failing, phone overheats. I have iphone se version 11.0.3. HELP.",2299655,,keyboard_issue,False,
2448342,701793,True,Wed Nov 15 02:17:08 +0000 2017,Interesting how my #iPhone went from 10% battery to 33% after being plugged in for 2m &amp; now it’s at 28% writing this tweet. Still haven’t figured that out @115858? #fail,2448339,,keyboard_issue,False,
2020176,597407,True,Sat Nov 04 22:37:02 +0000 2017,When will eye be able to type the letter eye without have to worry about it autocorrect to I️ @AppleSupport,2020175,,keyboard_issue,False,
2008134,593805,True,Sat Nov 04 08:57:16 +0000 2017,Dude I️ Thought I️ Was The Only One Wtfuck Is Going On #Apple @115858 https://t.co/D055bXyPEj,2008132,,keyboard_issue,False,
1762808,167715,True,Sat Nov 25 14:24:32 +0000 2017,"@AppleSupport It's just an extra step. Sometimes it's. Ice to have that right there, not needed extra steps.",1762810,1762807.0,keyboard_issue,False,
1709241,517918,True,Tue Nov 07 00:32:45 +0000 2017,@AppleSupport when will the auto-capitalizing “It” and I️ that changed to “A ?” be fixed?! This is super annoying!,1709240,,keyboard_issue,False,
553526,249097,True,Sat Dec 02 16:13:49 +0000 2017,"Hi, there is a problem with ""xCode""when running file The following error appears that does not support iOS 11.2 update on iphone x
@115858 @AppleSupport https://t.co/yEuTvmerLr","553525,553527",,keyboard_issue,False,
2685379,119047,True,Tue Oct 31 16:56:43 +0000 2017,Hey @AppleSupport my “I️” is coming out like this https://t.co/2Fc3SFlduw,2685377,,keyboard_issue,False,
171771,156114,True,Fri Nov 24 21:59:46 +0000 2017,"Shout to @115858  @AppleSupport High Sierra Update for messing up my macbooks wifi, loving your updates recently.",171770,,keyboard_issue,False,
1133169,240024,True,Tue Oct 24 03:53:04 +0000 2017,"iOS11 is a dumpster fire. If it is beautiful but unstable (~5 crashes/day), why release?

Useability is essential, @AppleSupport","1133170,1133168,1133171,1133172",,keyboard_issue,False,
1968213,409166,True,Tue Oct 31 14:02:22 +0000 2017,@115858 @AppleSupport still no answer or update. My whole office is having trouble with their iPhones. 5s - 6s https://t.co/sGn1sO88qC,1968212,,keyboard_issue,False,
87052,135055,True,Thu Nov 30 09:38:17 +0000 2017,euh par contre c’est une vie ça de mettre à charger son téléphone mais que la batterie continue à diminuer?? @115858 jvous parle là,87051,,keyboard_issue,False,
445952,220614,True,Thu Nov 30 19:00:54 +0000 2017,"Hey @115858 . . . get your act together.  3 custom iMacs in 3 weeks, all defective, and horrific customer service. Not the way to treat loyal customers. You've slipped BIG TIME!",445949,,keyboard_issue,False,
1098692,379260,True,Mon Oct 23 22:13:06 +0000 2017,Apparently this is a glitch in iOS 11 for iPhone 6. @AppleSupport can you make landscape native for the entire usage in iPhone 6 and others? https://t.co/wyJvswtJuM,1098690,,keyboard_issue,False,
682076,282783,True,Wed Nov 08 11:51:35 +0000 2017,"@115858 have defiantly been bugging with my phone because since the iPhone X has come out, my phones been moving like a dickhead",682075,,purchase_payment_issue,False,
1401385,445841,True,Sat Oct 28 16:32:52 +0000 2017,"@115858 @AppleSupport onde já se viu? vc vai abrir o @2069 e o celular trava e fica cheio de mimimi, tudo depois que atualizei o sistema!! ajeitem isso Apple",1401384,1401386.0,purchase_payment_issue,False,
1760470,529855,True,Tue Nov 07 17:49:11 +0000 2017,Hey @115858 and @AppleSupport can you please fix this stupid glitch with the letter that rhymes with eye. PLEASE I️,"1760471,1760469",,purchase_payment_issue,False,
2037053,503104,True,Tue Nov 07 00:09:53 +0000 2017,@AppleSupport Ive had this freaking 8plus for alittle over a MONTH and its already slow and glitchy? makes no sense to me.,2037052,,purchase_payment_issue,False,
500054,229224,True,Fri Dec 01 18:56:19 +0000 2017,"@234442 @AppleSupport Certainly is. Also, @AppleSupport I’ve filed two reports and still haven’t heard anything back or got my $74.99 refunded. This is outrageous!","500053,500055",480622.0,purchase_payment_issue,False,
876338,328058,True,Fri Oct 20 18:52:41 +0000 2017,@AppleSupport iPhone 7 and iOS 11.0.3. Please give me a way to downgrade my shit back to iOS 10.,876340,876337.0,purchase_payment_issue,False,
1971127,583858,True,Wed Nov 01 02:27:08 +0000 2017,"Seriously, @AppleSupport, @117735 has been unable to activate svc for it despite online, a visit and four calls.",1971126,1971128.0,purchase_payment_issue,False,
